event,time

Json 1,13:52:09
Pedagogical Page Open Time,13:52:09
Pedagogical Page Close Time,13:52:12
Multiplechoice Page Open Time,13:52:12
Multiplechoice Page Close Time,13:52:15
Json 2,13:52:15
Pedagogical Page Open Time,13:52:15
Pedagogical Page Close Time,13:52:16
Pedagogical2 Page Open Time,13:52:16
Pedagogical2 Page Close Time,13:52:17
Json 3,13:52:17
Pedagogical Page Open Time,13:52:17
Pedagogical Page Close Time,13:52:17
Multiplechoice Page Open Time,13:52:17
Multiplechoice Page Close Time,13:52:20
Json 4,13:52:20
Draganddrop Page Open Time,13:52:20
Draganddrop Page Close Time,13:52:23
Pedagogical Page Open Time,13:52:23
Pedagogical Page Close Time,13:52:23
Json 5,13:52:23
Multiplechoice Page Open Time,13:52:23
Multiplechoice Page Close Time,13:52:27
Pedagogical Page Open Time,13:52:27
Pedagogical Page Close Time,13:52:28
Json 6,13:52:28
Pedagogical Page Open Time,13:52:28
Pedagogical Page Close Time,13:52:28

Parte 1,13:55:10
Pedagogical Page Open Time,13:55:10
Pedagogical Page Close Time,13:55:11
Multiplechoice Page Open Time,13:55:11
Multiplechoice Page Close Time,13:55:13
Parte 2,13:55:13
Pedagogical Page Open Time,13:55:13
Pedagogical Page Close Time,13:55:14
Pedagogical2 Page Open Time,13:55:14
Pedagogical2 Page Close Time,13:55:15
Parte 3,13:55:15
Pedagogical Page Open Time,13:55:15
Pedagogical Page Close Time,13:55:15
Multiplechoice Page Open Time,13:55:15
Multiplechoice Page Close Time,13:55:17
Parte 4,13:55:17
Draganddrop Page Open Time,13:55:17
Draganddrop Page Close Time,13:55:20
Pedagogical Page Open Time,13:55:20
Pedagogical Page Close Time,13:55:20
Parte 5,13:55:20
Multiplechoice Page Open Time,13:55:20
Multiplechoice Page Close Time,13:55:23
Pedagogical Page Open Time,13:55:23
Pedagogical Page Close Time,13:55:23
Parte 6,13:55:23
Pedagogical Page Open Time,13:55:23
Pedagogical Page Close Time,13:55:24

Parte 1,13:58:16
Pedagogical Page Open Time,13:58:16
Pedagogical Page Close Time,13:58:17
Multiplechoice Page Open Time,13:58:17
Multiplechoice Page Close Time,13:58:19
Parte 2,13:58:19
Pedagogical Page Open Time,13:58:19
Pedagogical Page Close Time,13:58:20
Pedagogical2 Page Open Time,13:58:20
Pedagogical2 Page Close Time,13:58:20
Parte 3,13:58:20
Pedagogical Page Open Time,13:58:20
Pedagogical Page Close Time,13:58:21
Multiplechoice Page Open Time,13:58:21
Multiplechoice Page Close Time,13:58:23
Parte 4,13:58:23
Draganddrop Page Open Time,13:58:23
Draganddrop Page Close Time,13:58:25
Pedagogical Page Open Time,13:58:25
Pedagogical Page Close Time,13:58:25
Parte 5,13:58:25
Multiplechoice Page Open Time,13:58:25
Multiplechoice Page Close Time,13:58:28
Pedagogical Page Open Time,13:58:28
Pedagogical Page Close Time,13:58:28
Parte 6,13:58:28
Pedagogical Page Open Time,13:58:28
Pedagogical Page Close Time,13:58:29

Parte 1,14:24:36
Pedagogical Page Open Time,14:24:36
Pedagogical Page Close Time,14:24:38
Multiplechoice Page Open Time,14:24:38
Multiplechoice Page Close Time,14:24:41
Parte 2,14:24:41
Pedagogical Page Open Time,14:24:41
Pedagogical Page Close Time,14:24:41
Pedagogical2 Page Open Time,14:24:41
Pedagogical2 Page Close Time,14:24:42
Parte 3,14:24:42
Pedagogical Page Open Time,14:24:42
Pedagogical Page Close Time,14:24:42
Multiplechoice Page Open Time,14:24:42
Multiplechoice Page Close Time,14:24:44
Parte 4,14:24:44
Draganddrop Page Open Time,14:24:44
Draganddrop Page Close Time,14:24:47
Pedagogical Page Open Time,14:24:47
Pedagogical Page Close Time,14:24:48
Parte 5,14:24:48
Multiplechoice Page Open Time,14:24:48
Multiplechoice Page Close Time,14:24:50
Pedagogical Page Open Time,14:24:50
Pedagogical Page Close Time,14:24:51
Parte 6,14:24:51
Pedagogical Page Open Time,14:24:51
Pedagogical Page Close Time,14:24:51

Parte 1,14:33:03
Pedagogical Page Open Time,14:33:03
Pedagogical Page Close Time,14:33:04
Multiplechoice Page Open Time,14:33:04
Multiplechoice Page Close Time,14:33:06
Parte 2,14:33:06
Pedagogical Page Open Time,14:33:06
Pedagogical Page Close Time,14:33:06
Pedagogical2 Page Open Time,14:33:06
Pedagogical2 Page Close Time,14:33:07
Parte 3,14:33:07
Pedagogical Page Open Time,14:33:07
Pedagogical Page Close Time,14:33:07
Multiplechoice Page Open Time,14:33:07
Multiplechoice Page Close Time,14:33:09
Parte 4,14:33:09
Draganddrop Page Open Time,14:33:09
Draganddrop Page Close Time,14:33:11
Pedagogical Page Open Time,14:33:11
Pedagogical Page Close Time,14:33:11
Parte 5,14:33:11
Multiplechoice Page Open Time,14:33:11
Multiplechoice Page Close Time,14:33:15
Pedagogical Page Open Time,14:33:15
Pedagogical Page Close Time,14:33:16
Parte 6,14:33:16
Pedagogical Page Open Time,14:33:16
Pedagogical Page Close Time,14:33:16

Parte 1,14:42:39
Pedagogical Page Open Time,14:42:39
Pedagogical Page Close Time,14:42:41
Multiplechoice Page Open Time,14:42:41
Multiplechoice Page Close Time,14:42:46
Parte 2,14:42:46
Pedagogical Page Open Time,14:42:46
Pedagogical Page Close Time,14:42:46
Pedagogical2 Page Open Time,14:42:46
Pedagogical2 Page Close Time,14:42:48
Parte 3,14:42:48
Pedagogical Page Open Time,14:42:48
Pedagogical Page Close Time,14:42:48
Multiplechoice Page Open Time,14:42:48
Multiplechoice Page Close Time,14:42:56
Parte 4,14:42:56
Draganddrop Page Open Time,14:42:56
Draganddrop Page Close Time,14:42:59
Pedagogical Page Open Time,14:42:59
Pedagogical Page Close Time,14:42:59
Parte 5,14:42:59
Multiplechoice Page Open Time,14:42:59
Multiplechoice Page Close Time,14:43:02
Pedagogical Page Open Time,14:43:02
Pedagogical Page Close Time,14:43:03
Parte 6,14:43:03
Pedagogical Page Open Time,14:43:03
Pedagogical Page Close Time,14:43:03

Parte 1,14:49:05
